,Unnamed: 0,tweet,sentiment
3028,3028,قرا قران فهم معني فكر نوي ختم قران عرف ثواب قارئ تدبر,positive
3029,3029,ديمقراطيه وزع ايض مال طالب جامع نيل قياده نقابيه زعزع استقرار امن قمع تعامل احتجاج,negative
3030,3030,وجب فصل حرك دعويه تنافس سلط سياسيه,neutral
3031,3031,تلفزيون عرض ميدان خالي اغلق جيش ترك غطي در شرف دين فين مظاهره شعب اهو,negative
3032,3032,تعرف ضابط قبض هيثممحمدين نزل فتش عشان شعر طوال كتب كد محضر اتكسفش دم,negative
3033,3033,توافق تبكير انتخاب رئاسيه اسراع نقل سلط مجلس عسكري اشتراك استفتاء يرجي,neutral
3036,3036,اعتراف خطا خلقجميل,positive
3037,3037,سعاده فرح,positive
3040,3040,زي ما سلف اعتبروني عدو اسلام كتير اعلام وقف معايا حيقلبوا قريب فاشيه دين,negative
3041,3041,حمل شعبيه مكافح افوره,negative
3042,3042,سياسه مهلك بحر يابني خشن ريش نعام غوص تلقي غرقان شايل غنايم خفيف صلاحجاهين,negative
3044,3044,حل هوتوحيد مطلب اقال نائب تطهير قضاء شرط منع محاكمه عسكريه انتخاب نقل سلط مدينه اقصي سرع,neutral
3045,3045,سرب تطيرخارجه قطر هوسرب صلاح دين خطاب وعليوهل دحلان خلفان مثاليهاجنحههل نبت زواحف ريش ياقوماحسان,neutral
3046,3046,اعدام صغارالخنازير بديع مرشد اخوان منيا مصر سيسي,negative
3047,3047,طريق وحيده لتعبرك امك يا انو حكي عالواتس عشناوشفنا,negative
3048,3048,لم شاهد لقاء مصعب شاعر محمود سعد نموذج طهار ثوره اتسخ قذار سياسه,neutral
3049,3049,ده جيل زي ما هيكل فاكر ده جيل جيل عز كرامه صمود صوره اسود زنزانه,positive
3050,3050,لايعرف الا سن عاق وصل هدي بر معني عيدالام عيد مناسب عا,neutral
3051,3051,طب ما اغلي بنزين كهرباء غاز حيستعملوا فحم رض توليد طاقه غلاءالمعسل,negative
3052,3052,عزيز متطرف استخدم تعبير اسد وصف شيخ فكر قليل مشعر والد,negative
3053,3053,اللهم انتقم انتقم فرح دم مسلم الله وقف قيام لنحاسبك اللهم حسر ابناء,negative
3054,3054,عادي تجي متاخر ثلث ساعي بس مو عادي طالب تاخر دقايق عشناوشفنا,negative
3055,3055,تخيل تتشاجر شارع ضرب خصم ضرب ظهر فرق اكتشف امسك مكن خصم ما حدث مصر,negative
3056,3056,خازوق اسبرطي,negative
3057,3057,ممكن رئيس لس جايب صوت ضد فل بلاغ ممكن فجا لاقي نفس شعب مؤيد ديكتاتوري,negative
3058,3058,اعترف مطلب مشروع متعلق حكوم انقاذ وطني تعديل دستور تقنين وضع جماع حوار اقر الزامي نتيجه حوار,positive
3059,3059,ثار سيدبلال سيلاحققك افاق برهامي شيوخالسلاطين تجاردين,negative
3060,3060,يشوفك يتمني عرف يحترمك احب سمع يتمني يقابلك حاول,positive
3061,3061,اعجبني رايكوان رفض تعميم سلب اتفق موروث مصر حضاري ناهيه مشروع وسط بناء,neutral
3062,3062,خير الله صالح عمل,positive
3065,3065,يالله فور ما استعاد سيطره دي اتفق كتير اربعانت احشني,positive
3066,3066,قرار ثقافه خالف قرار اتحاد دولي منتج والسينمائين شان اسناد تنظيم مهرجان قاهره يوسف شريف رزق الله,negative
3067,3067,حذار يا عدليمنصور افرج دوم طلب ممدوححمزه وقع بيان مهزا طلب تفريط لاتملك,neutral
3069,3069,وفاء رئيس مين وفاء دي واخد بالي,negative
3070,3070,حملهالايوسفالحسيني يوسفالحسيني حرق علشان كاشف زمان اويغلطه هيكرروها تاني,neutral
3072,3072,اختيار عاجباني,negative
3073,3073,اعلم نزع ارض شيء جميل خبا شئ سماء اجمل,positive
3075,3075,يارب اجعل يلهه فرح عاشق عالمي توفيق نصر نصرالشباب,positive
3076,3076,اتم مهمه عضو جن تحكيم مهرجان فينيسيا شاهد عرض راضي نتيج اوريزونتي اعلن ختام كمان ساعه,positive
3078,3078,كتر خير فعل بيصلحوا غلط بتاع,positive
3079,3079,اثبت تجربه علمي مضمون قدم رامز جلال افسد طفل انخفض مستوي ذكاء منع دوله متحضر,negative
3080,3080,اشراق شمس بدا عمل روح نشيط عالي يد وني متجدد احلي صباح اجمل متطوع اعظم حمل,positive
3081,3081,ارهاب تطور صاري حكومه رهب ناس تفجير اعلن ارهاب هال اعلام,negative
3082,3082,ناس لم ايد سكت ظلم فشل سواء فتره مبارك مجلسالعسكري مرسي سيسي قول,negative
3083,3083,تنفيذ قانون امراء السعوديه سجن السعوديه مليء مظلوم مجرد سعود خصم سعودي احب مصر,negative
3084,3084,تفاؤلي نجاح ثوره نابع ايمان الله ضاع اجر احسن عمل وجد احسن اعظم عمل ضحي شعب,positive
3085,3085,ميرسي يا يو,positive
3086,3086,اتجه ملتزم حجر اسود باب كعب استجاب دعاء لصق نبي جسد كعب دعا الله كثير دعا كثير,positive
3087,3087,دعم صهيوني هدف منع حماس هجوم اسرائيل صراع شيعي مزق منطقهضمان تخلف مصر دائم حكم اخوان فاشي فاشل,negative
3088,3088,ابراهيم عقل نموذج,positive
3089,3089,يا فرج راي ضعف كبير رحمه صغير,neutral
3091,3091,طب ايه مشكله شغل طريق فاضي عشان مين عرف تحرك ضبط ناس روحه,neutral
3093,3093,مصر رائد اكبر حسم تحدي واجه منطق غزو مغولي بريطاني وضع حد تيارالعلما,positive
3095,3095,اللهم عاذ مزايد مزايد رجل,negative
3096,3096,فاضله حسين فهم صاحب موقف سياسي رفض مصلحه اخوان لان قتل حد لامور شعر دهبي بلاش انتي يا حلو,neutral
3098,3098,شكر جزل,positive
3099,3099,كلام بر سلط حماده كلام جو سلط حماده تاني خالص,neutral
3100,3100,عايزني اصدق فعل مؤمن تسامح تنوع طب تصريح جدي غنيم شيخ طائفي طلعتوهم منص دعم رئيس,neutral
3101,3101,واضح دعا صغير وقالتلي روح افرج خلقو طلعني مذيع,positive
3102,3102,نعم خالدبنالوليد رضي الله يا افتخر هتلر,positive
3104,3104,تدوين هام,positive
3106,3106,صحفي الماني روي تفصيل ليل مرعب تعذيب اهانه معتقل مصر قسم سجن,positive
3108,3108,عرض الاف متابع درر حكم حكم حكم ابيات نصر هلال فتح كلمه كلم بوح اتحاد,positive
3110,3110,ماعندي شي اسم احترمني اكبر شي اسم تحترمني احترم جب حكومه,positive
3111,3111,عيدالام كفي بقاء غاب حب تغير قلب غاب قلب حاضر,positive
3113,3113,سي سيجنايات شبرالخيمه قضي معاقب سارق سيار قيادي محمدالبلتاجي سجن شغل ههههههههه,neutral
3114,3114,يكتبونني بطل فريق سعد شاذلي كتب كذب شعب رضوي عاشور كتب ثوره ياس امل,positive
3115,3115,الاف اماره هلال نصر السعوديه كويت قطر رياض مك رتوي دبي شارقه غردبصوره,negative
3117,3117,راتبمايكفيالحاجه اتحاد هلال نصر اهلي مرسي,positive
3118,3118,احترام تقدير يا اخلص انظف انقي رئيس مصردهشام قنديل اعتذروالهشامقنديل مرسيرئيسي انتخبوالعرص انصافالاخوان,negative
3119,3119,احي حزب بناء تنميه جماع الاسلاميه موقف وطني رائع قدم مصالح وطن انفسهموكانوا جمع كلم,positive
3120,3120,علاء اسواني ذكر معا مطلب خرج اجل مل قرا مقال كامل رابظ,negative
3121,3121,الله نعم وكيل يامرسي كلب خرفان عري سحل متظاهر قبض قصر الات,negative
3123,3123,شكر جاوبني,positive
3124,3124,خريط طريق جدول زمني انتقال ديموقراطي طمان مواطن مواطن مصر حكم مجلس عسكري استمر ما نهاي,positive
3125,3125,اتصلو ساويرس عشان الق بتاع تتولي مهم خلع شفيق اعلامي,negative
3126,3126,قبض ضابط امريكي متقاعد شيخ زويد حوزه وثيقه بيان سيناء وجهه سياد بدا تحقيق,negative
3128,3128,ياقو الله ياقو شعب,positive
3129,3129,تكليف محكمه مرسي تجاوز جنيه انقلاب انفق جنيه محكمه زمن لم تجاوز دقيق شعب يشحت,negative
3130,3130,فيديو ترحيب قبطي توفيقعكاشه مظهرشاهين تهنئه جبالي زند كاتدرائيه,negative
3131,3131,ابعد ما انتاش وايتنايتس,neutral
3132,3132,طب طلع ايسكو نزلصلاح بقي,neutral
3133,3133,ثورهالانترنت اح طالب حرك ميج انضمام معني ابقي ايد بقي,negative
3134,3134,رصد عامل اسعاف دمنهور هدد اضراب شامل هدد عامل اسعاف دمنهور,negative
3136,3136,برادعي رمز مصر وقف زبال سيسي شعب انتو نور عنيناعلشان كد سانتخبالسيسي,positive
3138,3138,مكان قاع جحيم اخترع تويتر,negative
3139,3139,مصاب وفي نتيج تعذيب منطقه نهضه,positive
3140,3140,سكر زيت كتب ردد كلام فارغ مناسبه سادعو قريب جمع تبرع قسم حرق جامع اسيوط حال سيئ,positive
3141,3141,فيفيعبدهالامالمثاليه اش واشي اضاف مالك وصيف اغني روع,negative
3143,3143,الله تستاهل ياقلبي مال مكن خالي اسباب اسباب ماجرالي بقي هايواسيني ماتهدت امال محمدمحسن,neutral
3144,3144,كتب تاريخ حرك شق ضم مجموع انبل اشجع شاب مصر طليع ثوره ازال ناضل اجل عدل حريه,negative
3145,3145,اتجنن اخرج مالوف,negative
3146,3146,قضيه ملف طبيب كبد اصابه فيروسسي مصر بلغ حال سنوي تحدث مستشفي,negative
3147,3147,افتكر احب ودع سر دعاء ظهر غيب ادعيه مستجابه دعوهالصائملاترد,negative
3148,3148,اسف ما سمي صفح تراس اسم يوسف بدا استعمل لغ سيئ ما ساند استطيع مسند اسلوب سيئ,negative
3150,3150,يالل احضر عيش حلاو,negative
3151,3151,عصابه موجود سجن طره زال رجل مال خارج سجن ادار عمل,neutral
3152,3152,جيزه مصرمشتكيه فاعل ثالثه احرار سنترال,neutral
3153,3153,مرفق محتوي لينك فيديو,positive
3154,3154,فودافون,positive
3155,3155,وزيرالتموين دعم وصل مستحق وعد مجمعاتالاستهلاكيه مزيد تفصيل رابط,positive
3156,3156,طالب مرسوم عزل سياسي فل وطني,negative
3159,3159,طالب جامعه عالي دراس تدريس الا عود رئيس صدام اعتقال ايقاف دراسه فوضي جامعه,positive
3160,3160,ديموقراطي معارض قوي قاطره كوابح وعي سياس نهض,negative
3161,3161,ريتويت يافنان,negative
3164,3164,زار تخطيط وضع مشروع اصلاح اقتصاد بدا تالي طبع شعب,negative
3166,3166,اهم لاعب صانع ديكتاتور واجه تاجر باطل ظلم صمت رضي,negative
3167,3167,وائلجمعه عمل معلق هنعتبر وائل عمل خلاص اعتبر كمالجمعه جمالجمعهجيمي,negative
3169,3169,شاهد اخر كلام قارئ رؤي ناعوم تشومسكي سياس ولايه المتحده مصر,negative
3170,3170,فر مرء ابيه صحبه بنون مريء,negative
3171,3171,رض خلي حال توب ما كش ودع,negative
3173,3173,حقيقه عاريه,negative
3174,3174,شاهد اخر كلام اضراب عامل نقل,neutral
3176,3176,تعليم مصر الله محتاج يتدمر قاعده يتعمل اعاد تدوير كلاموكلام يوسفالحسيني ساده,neutral
3177,3177,ما موب بتاع يبوظ بس سيبان سيبان حال,neutral
3178,3178,كوز در مشوي مكمور غيط عبد حليم اغني جان هوي,negative
3179,3179,كلمهبتتقالفيالبيتكليوم وين رايح,positive
3180,3180,جمع مبارك,positive
3181,3181,فضل الله شاب مصر طاهر شعب ربوع مصر ابهر عالم سلمي اصرار استكمال ثوره,negative
3182,3182,الغاء مكمل تغير قياده جيش قرار استجاب قاعد مستقر دوله مدنيه خضوع مؤسس عسكريه اشراف مدينه منتخب,neutral
3183,3183,رسال شاب صانع حياه خير شكر تربيه شاب,neutral
3184,3184,فش غل ادي قتل نهايه يا ليبرالي يا بتاع حريه مانبهتش كد ابقي وصله اخلاقيه سلام,negative
3186,3186,صوت معني فقر زاد لازم حافظ يرعو وكد قزاز زيت كيس سكر لام صوت غلابه نجح,negative
3187,3187,صانع حياه مجموع شاب جمع موده حب الله حث حب خير محاول عمل ايجابي ارضاء,neutral
3189,3189,جزء مناقش كتاب خروج مصر خليفه سلطان لايعرفون شيء كفاح اباء,negative
3190,3190,بسم امل جزاء سخر ناس,neutral
3191,3191,شاهد اخر كلام تعديل مشروع قانون عزل فل,negative
3194,3194,مناسب استن فقره مفاجاه كتير عالبيدج حمله حاجه,negative
3196,3196,لامان فيديواللي انتشر اعتصام فيديو سيناء وصف فيديو نازل,neutral
3197,3197,رابط تحميل معصره يوممايطلبه مواطن رئيس ميمون باب ثابته رسم عمرو سليماتمني تعجب,negative
3198,3198,هذهمصر عز فخر امه,positive
3200,3200,مؤتمر حزب عدل دعم حمدينصباحي رئيس مصر حمدين صباح مشروع قيام دوله مدني خالي فساد,neutral
3201,3201,شاهد منتج فيلم مبارك عائله حسين رزاز اخر كلام,positive
3203,3203,شكر جزل ترجم تحي نادينهو بس اخر فقر قايل مقول شاعر عاميه عروس عمرو عاصي,negative
3205,3205,يوسف حسيني تابع ايام مايحدث اقباط دلج طالب مسؤول تدخل سيطر شرط جيش,positive
3206,3206,بيقولكاعرفبلدك قاهرهلقا دين مربع اراد الله مصر واهلهاامنين الله اخوانابليس,negative
3208,3208,دعبد منعم ابو فتح تحدث ذكري واقع مشاده كلاميه رئيس سادات,negative
3209,3209,صوره شهيد شهيد مجزره انقلاب دموي نهضه رمسيس دقي,negative
3210,3210,عرض لماذاتتواجدبتويتر كذبالبنات سولفلناعنطفولتك وبس مااجملهامنكلمه فيالعمق تعليقالدراسه,negative
3211,3211,ايه سابق دليل اقرب واقع دري مصلحه بكفيحصار اضبطواشركاءالمخلوع يمن قطر مصر تونس,positive
3212,3212,وقوف دقيق حداد ارواح شهيد احداث سيناء شهيد ثور داي مؤتمر جماهيري,neutral
3214,3214,مبارك مرسي جماع وحيد غلب بلد دي عدل منصور احس مقطوع شجر,positive
3215,3215,جميل مسلسل ماحدش فيكو حاول قلد شخصيه فيلم,positive
3216,3216,حكتله سابوك معا هسيبك سابك كمان مبقتشتفرق,negative
3217,3217,لقطه نشر جن كتاب دستور اوحي مصر دوله دين اخلاق قيمه تاريخ رجل,negative
3218,3218,نادي اسير جنين ودع مسند اسري ادار مضرب طعام رفض سياس اعتقال اداري مبني,negative
3219,3219,معلم كتاب موجز ممتع تعليم الكتروني معرضالكتاب معرضالرياضللكتاب,negative
3221,3221,رجا خلي دم خفيف ايه ده فين كتالوج الشه,negative
3222,3222,رصد تظاهر وقف احتجاج صباح جامع فيوم نظم طالب جامع فيوم وقف,positive
3223,3223,توفيقعكاشه حكي هيف وهبي ههههدي عمليه تجميل امبارح شفت صوره نت تجميل دي تقرف عشان تعرفو احن,neutral
3224,3224,صفا حجاز عريش عاصم ولايه عربيه متحدهبس نتلايم,negative
3225,3225,نحط جزء تويتر نص بيان بيكون فيسبوك موقع,positive
3226,3226,حمزهنمره انسان,positive
3227,3227,ده فيديو ناس فتح مدرسه علشان خرج امن,negative
3228,3228,دعبد منعم ابو فتح فضل خوض انتخاب مرشح مستقل كاف طائفه شعب مصري,negative
3229,3229,شاهد تميم برغوثي مصطفي سعيد ذكري ثوره اخر كلام,positive
3230,3230,معني هام احتاج شد بلد,negative
3231,3231,شاهد اخر كلام لماذا جمع والد احد شهيد,positive
3232,3232,رحم الله منصور حسن غفر الله ولي اسره صبر سلوان,positive
3233,3233,بسم امل هدي عود حب حياه,positive
3234,3234,وطن رئيس مجلس مصري شان خارجيه غادر نيويورك مصر اخبار,neutral
3236,3236,يا عمر سيب ده حمل منظم تشويه ثور رمز قرا مقال مصطفي نجار يومالنهارده شاف,negative
3237,3237,تابع عمرو حمزاوي قنا جزيره مباشر تمام حادي نصف,negative
3238,3238,طريق سلميه متحضره ظن احد سبيل نضال سلمي مشروع ضغط حكومه منطق نهج منهج استقلالي,negative
3242,3242,اون تي عاش سكر موت تحرك شرط جيش تصور هواء تمثيليه قبض ارهاب,negative
3244,3244,رفض تدخل تشكيل حكومه جديد جه حزب رفض ضغط قراره عصام شرف,negative
3247,3247,سجل مر مصر وقع فريس فاشي ديني محرض عنف فاشي قمع اقصاء عنف زيف اسم مصلحه وطنيه,neutral
3249,3249,خلقجميل فضح احد صديق اسرار,positive
3251,3251,ياسر ابو عمار سياسهفيدين جزيره موقف حزب نور موقف مخزيه رئيس محمدمرسي,neutral
3252,3252,تحذير قوه امن ساكن متظاهر فض اعتصام سادهالمحترمون,negative
3253,3253,كاتب جريد قدس افترض ناصري سليم عزوز,negative
3254,3254,بد اقال داخليه مدير امن بورسعيد محافظ فور ارسل كتاتني مطالب جلس استثنائي غد مجلس شعب,negative
3255,3255,حضره مفيش فك تاخد باقي ريتويتس,negative
3256,3256,نبضنيوز جمعهالغضب فيديو موقع امريكي رصد مذبح رمسيس جمع غضب حجار معارض انقلاب مواجه,negative
3257,3257,رحيل صالح وضع ثور يمن قدم طريق نصرنثق قدر شعب يمني توحيد صف استكمال هدف ثورهمبروك يمن عقبال سوريا,positive
3258,3258,حكم صدق ناس شكا ارث اخفاق هائله ترك نظام سابق راث نفس نظام سياسه فاشله,negative
3260,3260,رئيس مبارك حكم مصر تحدث نفس ربع قرن حكم تحدث نفس بلالفضل,neutral
3261,3261,مترو موسكو قصر ارض وصف فخام تصميم كلاسيكي عمار روسيا تصميم تصميمداخلي مترو,negative
3262,3262,ماكنتش متخيل اعاد نشر تعريف جاموس محيط تويتر خلي انتشر كد كاتب ومابعدهكل هانزل شوي كد الله,negative
3263,3263,نمي محور قنا سويس عد مشروع قومي سادهالمحترمون,positive
3264,3264,استماع قول بلاغ مقدم احد محامي قضي ضد زعم احدي تغريد اهان قضاء,negative
3265,3265,بيع متابع السعوديه كويت برشلونه نصر هلال اتحاد اماره رياض دمام بوح عمان دبي,negative
3266,3266,مصري سفير حسام قاويش متحدث اسم مجلسالوزراء اعلاميه جيهانمنصور برنامج صباحالتحرير,positive
3267,3267,ساده فاضل جريد مصري خبر منشور الغاء ندو نادي شمس دعايه انتخابيه خبر صحيح,positive
3268,3268,ذكري اقصر متحف تحنيط,positive
3269,3269,فيحاجهصح جيش مصري قوي متماسك,negative
3271,3271,دباسم يوسف عمل برنامج برنامج فسسسسسس,negative
3272,3272,صدام شعب جيش استخدام عنف ضد متظاهر سلمي وحد صف اهم ضمان استكمال هدف ثوره مسيره,negative
3273,3273,شعب نهض كلام ظاهره صوتيه لم تحدث فارق ذكر عبر تاريخ,negative
3274,3274,سي سيابراهيممحلب شارك احتفالي تنزانيا مناسب عيد وحدهنيابه رئيس عدليمنصور,neutral
3276,3276,وحد الله يا جماع بلاش اشاعه مفاجاه عشان عاوز احباط حكايه ملف معقد هنحاول فهم,positive
3277,3277,هننضفلو بطل تحرش,negative
3278,3278,مبارك سحب مره فعل راجع معلومه,negative
3281,3281,عقبال,positive
3282,3282,احمدموسي معروف قرب امنالدوله خبر موجز,neutral
3284,3284,ما تتاسف اعترف غلط دا شيء اسمو خلقجميل,negative
3286,3286,قليل نشر فيديو ندو دعلاء اسواني ساق صاوي تاريخ وضح موقف دالاسواني انتخاب ادمن,negative
3288,3288,شك فهم هويدي اخطا خطا ما وصل مرتب كارثه امتلك ارث طيب سمح عتاب عقاب,negative
3291,3291,ايران اختبار روحاني رفع سعر بنزين,negative
3292,3292,انفاق معسكر اعداد ملبس كتيب مشاركه العاب الفرانكفون ساعي سفر غي طاهر ابو زيد,negative
3294,3294,دعلاء اسواني حدث نظام ديموقراطي سحب شعب ثقه رئيس منتخب,negative
3296,3296,معتصم داخل مسجد فتح استخدم طفاي حريق اتهم جيش اطلاق قنبله غاز سادهالمحترمون,neutral
3297,3297,جمال خيال حقيق جميل درر حكم اعجب حكم قلم شوق بوح شعر قصيد رتوي الاف متابع ريال,negative
3298,3298,علم اماره عثور خادم هارب عبر حساب فيس بوك اماره,neutral
3300,3300,منيسيف محاكمه عسكريه جاسوس بيتعاونوا اسرائيل تويتكانكناشطايامحرباكتوبر,negative
3301,3301,اعظم نادي كون اهلي,negative
3302,3302,محمد بديع طلب محمد حسني مبارك رفع ظلم مسجون مصر فلسطين تونس قطر سوريا اماره لبنان,negative
3303,3303,مطلعتش زي ماكن اخر حبيب لحق عرفه دوب عشيق لحق نسي هجره عتي عزيزالشافعي,positive
3304,3304,ندو دعلاء اسواني ليل مقطم تفصيل,negative
3305,3305,تابع ما حدث ساعه قادم حزب مصر حريه صدر بيان,negative
3306,3306,افهم اصرار قانون انتخاب رفض قوي وطنيه سياسيه عبد منعم ابو فتح ندو نادي هليوبوليس,negative
3307,3307,ملعب ايهاب عبدالله رئيس نادي دمنهورفريق كره نادي اعتمد مجموع لاعب صغير سن نامل تحقيق نتيجه طيب فتره مفبله,negative
3308,3308,هرم زي هيكل بلد زي فل بس تعبان شوي قوه اقترب تل ابيب بس اسرائيل ضرب مطارتنا,positive
3309,3309,اسلام قتل حرق اثار فزع تعدي,negative
3310,3310,شاهد قضيه اخر كلام,negative
3311,3311,جول سوري حر درع جول اقتحام جبه نصر تل جا عبر,positive
3312,3312,خلقجميل شعور,negative
3313,3313,خلاص يازين حب عزل اكتبعبارهعليبابقلبك,neutral
3314,3314,تكريم جنزوري استعان خبره مستشار رسال رجل عهد سابق مصر حاج خبره تهميش,negative
3315,3315,حلم حلو شوقني اكمل,neutral
3317,3317,قرا السعوديه اماره كويت اراد ايد ديموقراطي مصر انقلاب مات ضحك دوله,neutral
3318,3318,اعلن تاسيس حزب دستور جديد جو مليء حماس تفاؤل وفق الله ما خير وطن,negative
3319,3319,علاق نائب ناخب بد تراجع سنوي جمعي عمومي مثلما فعل شركه مساهم عقد برنامج عقد شريع متعاقد,negative
3320,3320,وصول ثائر ميدان تحرير احد اكبر علامه اسقاط انقلاب علامه اكبر قادم قادم,positive
3321,3321,تنور,negative
3323,3323,جبه ثائر سوريا قطاع جنوبي قنيطره تمكن مجاهد معرك صديالانفال صباح فضل الله,positive
3324,3324,تعديل كامب ديفيد رفاهيهنلزم حكومه ما صدر بيان سحب سفير نصف تراجع عاري خزلانلا شيء علا رام مصري,neutral
3325,3325,ندو اسكندريه قادم جول ميداني جيزه سابق,negative
3326,3326,صوت مرسي شفيق نفس حق مواطن انبغي اختلاف رؤيه دوله مجتمع حريه مدنيه انتقاص اهليه,negative
3327,3327,رسول الله صلي الله سلم عباد الله انسان ما نبي,neutral
3329,3329,سال عنوان ديوانشيبان اقام درسالاثنين فحيحيل قطع شارع مخفر انشر كويت,negative
3330,3330,ياباشمهندس رقم ينشرو عشان يبعتولك تهديد ده رقم حق بلغ امن وطني تتبع اتصالا,neutral
3331,3331,ابو فتح مشروع تركز محور اهتمام تعليم بحث علمي لان باب تقدم نقل,negative
3332,3332,مايصحش,negative
3335,3335,انجاز ثوره عظيم مشارك شعب معادله سياسيه اكد اهم لاعب,negative
3336,3336,تري امر مستعصي شيء ما نظر باب نظر احد تري امر متجلي واضح مفهوم حاول,positive
3337,3337,افضل لاعب دوري انجليزي سن رونالدو صيف ولي انتقل ريال بيل صيف,negative
3338,3338,دمعه نزل خد كتر ضيق اعرف بيقولك اسند راس باب,positive
3340,3340,شايف عيب غلط ومبنسالش عني يد كاريوكي,negative
3341,3341,صوره كوليس احدي حلقه برنامج قص اندلس منتظر عرض قادم امكن مشهد رومو برنامج,negative
3343,3343,اظن انسان مسلم ارتضي سفك دم خليجيونضدالدماء مجزرهرابعهالعدويه,negative
3344,3344,حب بلد عاش ما مات جوع حمزهنمره كلت شبع رضو حب,negative
3345,3345,بس سؤال رفيع نسب رجل عمل رئيس كلم حني دلال دوله رض فل صدعتونا بيتامروا,negative
3346,3346,اتي الا دين مصر سجل رقم عالمي لم وصل دوله نفع خليج ملوثه دم ولد,negative
3347,3347,هاجس جديد مسار احتجاج شعبي حال ثوريه عمرو حمزاوي بواب شروق,negative
3348,3348,بقيه حياه راجل عظيم,negative
3349,3349,جناياتالمنيا صدر حكم اعدام ارهابي اخواني حب مد قضي اعمال عنف مطاي عزل رئيس خائن محمدمرسي,positive
3352,3352,هدير طالب جامع فيضان توقف سد انقلاب شرعيه شاء الله,neutral
3353,3353,دعا ثوره عظيم انقلاب عسكري جهل كذب حاله اهان شعب مصري يستهينون تضحي دم شهيد بار,neutral
3355,3355,اسواني اثبت مرسي اسلام حقيقي عظيم نعتنق اعتز اختلف حد تناقض مقال كامل,negative
3356,3356,حمد الله ملا ميزان,positive
3358,3358,خص جانب فقهي امكن سؤال ازهر داري افتاء,neutral
3359,3359,مصر وقع مجموع ناري ناري مصر تونس سنغال موزمبيق سودان حسنشحاته يرتعش سحب قرعه,positive
3360,3360,لاحظ مصدر تقدم واضح اسلح جهاد سيناء استخدام مضاد طائره مدرعه استخدم مواجه جيش مواطن مد,positive
3362,3362,خليك بتاع عشان ابقي بتاع اسلوبحياه,negative
3363,3363,اقنع شاب كذب جاهد سبيل الله اعطي مسدس اطلق نار ضابط شرط قتل قتل شاب ضابط,negative
3364,3364,احبسونا امنعونا اهلي محال,neutral
3365,3365,جمال خيال حقيق جميل درر حكم اعجب حكم قلم شوق بوح شعر قصيد رتوي الاف متابع ريال,positive
3366,3366,ممكن نزلصلاح ليلهالابطال,negative
3367,3367,سوري رابط اه,negative
3369,3369,الله شين نفس فين اعتراف,negative
3370,3370,اله الا الله وحد شريك حمد شيء قدير غردبذكرالله كنزالمسلم,negative
3371,3371,ابراهيممحلب اعلن افتتاح خط طيران قاهره انجامينا عاصم تشاد اغسطسويكلف طيران اتخاذ اجراء,negative
3372,3372,ساء ما غياب يا اسم,positive
3373,3373,حشد ضخم مسير مطريه جمع شير,negative
3375,3375,فضل اتريق شغل ساعه اتريق اتريق غاي ما مطلوب دقيقه اكون لابس نازل دقيقه ابقي شغل فجا,negative
3376,3376,اتصال مر غد جن حق انسان,positive
3378,3378,بيدونا اجاز عيد عامل عشان قعد بيت نتفرج فيلم يد ناعمهحرام الله اوقفوالفحم,negative
3379,3379,مدرس طبري شيراتون,neutral
3380,3380,ضبط حشيش لاجئ سور مفرق شاهد تفصيل,negative
3381,3381,بيعمتابعين زيادهالمتابعين تابعنياتابعك السعوديه هلال نصر اتحاد اهلي اتفاق شاب,neutral
3382,3382,فرنسا متاخر عشان ريس معدي,positive
3383,3383,ابطال مفعول قنبل دائي صنع جوار ميدان محط منيا,negative
3385,3385,استشهاد جندي مصر حد نار صهيوني جريم مقبول دم شهيد استدعي موقف جاد حفاظ كرامه صيان حد,negative
3386,3386,اقولك حاج دنيا محتاج اهوالله,positive
3388,3388,شاهد اخر كلام سد نهضه ما انبغي مصر فعل,negative
3390,3390,ثائر مرج عزبهالنخل مطريه عينشمس ما نبقاش رجل ماطلعناش قسم مرج ليل مرسي اخوان انتخبوالعرص,positive
3391,3391,طريق ياخذك اتجه بل اذهب وجد طريق ترك اثر,negative
3392,3392,مشساكته عشان ناس مشساكته عشان ده حق مشساكته عشان غلط مشساكته عشان انتي اقوي متحرش,negative
3393,3393,مشكله تويتر شعور ضرور تعليق حدث سريع مكتمل تفصيل بني راي انحياز اتجاه فكري,negative
3394,3394,فيلمنفسكتعيشقصته,negative
3395,3395,شمس شنو احلي اغني عجبتج بوم شيرين,negative
3398,3398,يوسفالحسيني هدف وصول ميدان تحرير سيطره سادهالمحترمون,positive
3399,3399,مدين سادات مبني تقريب مبني مدينه جهاز سخان شمسي,negative
3401,3401,اوه نسي مفيش برنامج برنامج باسميوسف النهارده غاب بسمه ليل مفتقدينك يا اسم اسم مصر بسبقول,negative
3402,3402,تكبيررررررررررررررررر مسير احرار معادي,neutral
3403,3403,اعلام نظام سابق قائم بلطجه فكريه اقوي اسلح اجهاض ثوره حدث,negative
3405,3405,وصل مطار دقي دقيق فعل ساعي حظر ما تتعوضتش,negative
3406,3406,بلاغ نائب مطلوب صاحب صوره هدد نجيب ساويرس قتل اعدام,negative
3408,3408,عشان عمل صح نفس احسن ابقي كد معقد مجتمعمريض حافظمشفاهم,negative
