,Unnamed: 0,tweet,sentiment
2383,2383,استنكر دعبدالمنعم ابو فتوح شد تصرف الوحشيه انسان ظهر تسجيل فيديو الانترنت,negative
2384,2384,اولمرهادخلتويتر مكنتش متخيل هلاقي ناس انفصام فالشخصيه وشي لفا راي ناس تاجر دين عش ريتوي,negative
2386,2386,روزاليوسف تحقيق زميل رض رفع كوارث استخدام فحم مصر اوقفوالفحم,negative
2387,2387,شتم وكفروبلال والاسواني دلوقتي زي عسل قلب عش قرار اتهم برادع نهو عميل بيستشهدوا باه ضد قرار عبث,neutral
2388,2388,ابراهيممحلب تاجر فلس دار دفاتر القديمه دفاتر مصر مليء فساد مال رجال اعمال مصر صوص مدلل ظرفاء,negative
2389,2389,الامارات دفع انقلاب دولار لاسقاط مرس وايقاف مشروع قن سويس انتفاع مشروع نفس,negative
2390,2390,خبر متداول موضوع طعن هجوم صحيح,negative
2392,2392,غضب اعلام عار سخر هزيم مصر غان حت تكون فرص تلميع وسي انقلاب رغم سخر لم ضر,negative
2393,2393,لماذا يااخي اتهم اثار فتن طالب تحمل مرس المسئوليه السياسيه كن فعل ايام مبار ماش عارف بس قول دهي,negative
2395,2395,تسمع كاره استحق الشفقه نتا لم اخطا تقدير تقريب احترام تقدير شري,neutral
2396,2396,استشهد بطل عملاق فكر الاسلامي سيدقطب اعتقل عبد ناصر قتل ظلم,positive
2397,2397,ضيف الجزيره قادم الاهرام مؤيد انقلاب قطع نفس الغباوه والبجاحه والوقاحه,negative
2398,2398,محاكمهمرسي الظابط لاقي متهم موبايل شريح صور سلاح قاضي صور نهو شريح الظابط ماش فاكر,negative
2400,2400,احمدادم بق بض شاخ ماش لاقي اسم يوسف,negative
2401,2401,الله قوه سلاح يد ابومازن هد الاسرائيلين رحيل مقال مصر,neutral
2402,2402,بيقول بلد دي بلد حد بيقوله يا خواجه سعيد جدا شوفتو حلو دهي طن وجن اتجنن,negative
2403,2403,خطاب مرس بدايه جيد نتمني كوي بدايه توحيد صفوف ضد عسكر,positive
2406,2406,كنت حاس دور عالشعب قرب والنداله حتبقي تجمع مكان سفل الارهاب,negative
2407,2407,عني مصر كافر ايام فاطم,neutral
2408,2408,ما رفض الاخوان خطايا حزب وطن البرلمانيه اجرام تشريع صبح تبن الانمسخره,negative
2410,2410,فضيح عيار ثقيل لواء شرط فضح استعان الشرطه بنخنوخ والبلطجيه مصر,negative
2411,2411,جمل اعتراض انتخاب عادل,negative
2412,2412,مان انها نزيه دهي وشي,negative
2413,2413,انقلاب فسد زيت تموين ابو زيت سد الرياض,negative
2415,2415,محاكم العسكريه جواسيس بيتعاونوا اسرائيل تويتكانكناشطايامحرباكتوبر,negative
2416,2416,يم تجاهل تاريخ دستور قول انشاء دستور خارط طريق مستقبل مصر,neutral
2418,2418,ضحك شف تقلب دنيا جنونانت دنيا مال عقل,positive
2419,2419,اندلع تصفيق حاد تكريم مرس فت مسيح مسابق مولد نبوه شعر كثير حاضر صفق انتظر اعلان اسلام,neutral
2420,2420,مبار حق البلطجيه قتل ناس ميدان لان بيتشتم بامه رض,neutral
2421,2421,غيب تحضير مفاجاه تركيز موضوع معقد تفاصيل,neutral
2422,2422,اكتري ناس تامنهم ما بيجي جرح ناس نتا بعيد تنس معي الاحزان صلاحجاهين,neutral
2423,2423,دم شهيد المنصوره يد وحش مجرم قتل احاق قصاص ابرا وحشيهالمتعصبين لقا التهلكه جبي اعتزال,negative
2425,2425,اسد شجر كبير ماد جدورها ارض شايله ناس كتير اوي بس هشيل نفس هوصل دماغ,neutral
2426,2426,اصدقاء لاتنظروا وراء وانسوا التجربه الاخوانيه ابدا مرحل جديد مصر بيد بني عمر شار,neutral
2427,2427,الاخوان حرق كنائس يا مروج كذب,negative
2430,2430,نتا تحور يا مغير نتا متفق خطا استعمال دور العباده دي جاوبنيفين تحريض حرق عنف,neutral
2431,2431,علاقه بالمذاكره زي علاقه كيس الشيبسي الجامبو فتح قفل مر زي اولمره بطوط,neutral
2432,2432,نقط ضعف حلوي مكسر البشامل الاكل عموم,neutral
2433,2433,رحم الله شهيد محمد منشداغنيه تتشل الايادي بتقتل ولاده النسخه الاصليه كلم,neutral
2435,2435,دهي اسم تطوير عمل نقاب اخوان كانو خاربينها نقابهالمهندسين,negative
2437,2437,دور رائع مفاجئ نساء مصر مظاهره شباب نساء استحق الصداره شاء الله سقوط انقلاب,positive
2438,2438,ترحيل مصر اجتمع كويت بطريق سلم امر جائر دعا عود منطلق انسان,negative
2440,2440,نسي يادكتور مرس طلب ناس تقوم راي اعوجاجالشعار دخل مرحل تطبيق قصركاقرا واقع جيد تقامر وطن,neutral
2441,2441,حاول احصي جرائم انقلاب شت روع لحي اتم ابدا كثر احصي,negative
2442,2442,الاعلان دستور ناقص قائد الاعليما سلط رئيس جود خطر حال حق حل برلمان حق برلمان سحب الثقه الحكومه لخا,negative
2444,2444,جب جلاب مخيم در بوه زاف جان حطا راس نخش حمام مسك نطق طق ايموشنموجب ايموشنموجب اعترافاتالطفوله,neutral
2445,2445,نهب بنوك يسير واموال ناس تبخر اوجد مسئول قطاع مصرف اعترض استقبل,negative
2446,2446,الدوله التزم تيسير سبل تراحم تضامن تكافل حسن خاصم ليل الدوله لازم تصالح,neutral
2447,2447,زمان فسا كبر عش اشتغل صرف نفس تجوز دلوقتي نفس كبر عش عرف حضر ماتش الكورهللجماهير,neutral
2448,2448,شف انقلاب جيش البلطجيه مصر لم كني تخيل ابدا نهو الاعداد الهائله سلاح وفير علاقه الطيبه الحكومه,neutral
2449,2449,رؤوس نفاق معرص هزديلك انتخبوالعرص اعدموالعرص نكاحالكاراتيه الداخليهبلطجيه,neutral
2451,2451,حب لاشعار بدر فاق حدود اعتراف,positive
2452,2452,لماذا استسلم اخوان فكر مقموع قامع,neutral
2453,2453,اقتراح للماده الاولي هاش تاج دهعاده ماد مالهاش لازم اعال نفتكس المادهلاولي,neutral
2454,2454,مصنع رجال وعر ابطال صدع كلم حق جاهد نفس مال تعظيمسلامللاخوانالمسلمين حسنالبنا,positive
2455,2455,الماظهلابد تسليط ضوء اعلام مشكل تملك مساكن تحقيق العداله وضع نظام تملك شقق يراع اجتماع مادي عامل,neutral
2456,2456,سويرس ممدوح حمز وجه لبياده لون قلب اسود,negative
2457,2457,قضايا ابتزاز السعوديه مقاطع صور جوف دوم قر سكاكا سكاكال,negative
2458,2458,حق تتعملي انسان مشساكته,neutral
2459,2459,جناز شهداء منيل قتل الاخوان مجرم الارهابين,negative
2460,2460,ماتوا بورسعيد عش رجال قاوم حكم عسكر جبال,positive
2461,2461,هوه بالنسبه اقباط نتا نسي مذبح ماسبيرو بطل مجلس عسكر السيسي رئيس,neutral
2462,2462,رئاسه منتخب لم عصم دماء مصر مصر حدوث انتهاك حقوق انس محاسب,neutral
2463,2463,شكر دعم,positive
2464,2464,اخي عزيز اياك تخيل عمل بل عني ايمان حر الرايبالعكس باميط الاذي طريق واماطه الاذي طريق صدق,neutral
2465,2465,محاكم مدن عسكر ماش مساله حر دهي شيء خاص العداله حقوق العداله بيتقال حر,neutral
2467,2467,ماش معارض فلول انتهازين يا مرس طام شعب بلاش عمل دن طين دن عجين الاخوان حيغرقوك,negative
2468,2468,انقلاب اسوا سن انها قتل وحش انقلاب حضار مصر عيون عالم حقار,negative
2471,2471,الاستفتاء اشراف قضاء منقوص انفلات امن واضح ما راي عنف انتهاك طريق استقرار عبث اقدار بلاد حكم مسؤول,negative
2472,2472,سليمانخاطر بطل,positive
2473,2473,مبار رمضانكريم,positive
2474,2474,تحيهالرئيس انتخبوالعرص خليكمصدق حزب نور اسلامي,neutral
2475,2475,كون ورش عمل دوائر الاقتراع شرح دستور معني ماد مواطن امه هتمشي عبد محسن فريكيكو,neutral
2476,2476,مجتمع زي رصيف وسخ عايز تكنس ناس تعرق عالرغيف ناس تعرق تنس دينالوديدي,negative
2477,2477,فلسطين محرق الاحتلالالصهيوني جارديان محمود عباس هولوكوست بشع جريمه عصر حديث يود,negative
2478,2478,حصار متظاهر استئجار البلطجيه ضرب قتل منع علاج جرائم لم تحدث لم ارتكب حدا يا نفاق رخيص,negative
2479,2479,حمد الله قبض عصام عري شوف بالصوره,positive
2480,2480,حمدينقدوتهعبدالناصر مصطفيمحمود عش دهي حبيب خدل بال بلاش مثقف عصر ناصر بلاش حرار انقلاب,neutral
2482,2482,صاح,positive
2484,2484,مصر الارهاب,negative
2486,2486,الصحافه الاسرائيليه حاول انقاذ امالكربول المساءله هجوم معاكس,neutral
2487,2487,تناسي شهداء ذكر الكوره طم قفا انقلاب عامل ناس جات امبارح كوماسي,negative
2488,2488,رحم الله مناضل عظيم مصطف عبد جليل احد عمد الثوره الليبيه,positive
2489,2489,ناد رسل كرام بشر ملاء رحمن سجد احصي فضل ناثر كاتب شعراء ياغوث ند سيدنالنبي,positive
2490,2490,بل الله اعال قسم بها ليالي وحد كفي شرف فضل عظيم قسم الا عظيم فات اجر عظيم,positive
2491,2491,اختاه بلاش قدام ناس تسمع اغنيه شعب تقول يع نتا اصلا بترقصي بيت,neutral
2495,2495,اولاد رجال الاعمال الاوساخ واولاد تجار مخدر واولاد جنرال معرص معرص متجمع مكان فقط تايم لاين حازمعبدالعظيم,negative
2497,2497,ماقدروش امريكي اتشطروا مصر عاش مرس مطهر الداخليه,neutral
2498,2498,ميثاق وافي جنوح انتحي خيول الجافله امن رجوع تروح للهموم بسنينك حافل محمد شمر,neutral
2499,2499,ما درس اولاد شجاع المراه المصريه تجلي الثوره صلابه مصر نوار وغاده كمال سمير ابراهيم خور بان مصر,positive
2500,2500,شلا اهوي اشواقنا اذبل الحيره وسط عيون عقب سال سال تقول وين كلام وين غرام عشن,neutral
2501,2501,رايفالعتيبي لف ياسعد حاز عصير خلق الله قلب سطابه حت بحه ياسعد عرقل سير اصبحت كنه ميت عذاب عبدالمجيد عنز,neutral
2502,2502,اعطي رسول الله المراه مكان عال دور كبير مجتمع شاهد تعرف يومالمراهالعا,positive
2503,2503,الام ثوار ورق مصر مرسيرئيسي انتخبوالعرص,neutral
2504,2504,اعلام عار ادعي الوطنيه خسار مصر غان هاجم محمد يوسف بطل عالم كونج ارتداء تيشيرت,negative
2505,2505,خلاص كلام خايف انفراد فصيل سياسه بالسلطه انضم حزب نافس بذل جهد نجاح حزب انتخاب مجلس شعب القادمه فرص علا متاح,neutral
2506,2506,اعظم شباب بيحرسوا الداخليه دلوقتي ضد الداخليه قرار لاس بيحرسوها رض عاش,positive
2507,2507,صافيناز,positive
2509,2509,ثور توحد انتخبوالعرص ريتويت,neutral
2510,2510,خلقجميل جاف ينابيع السعاده هاجر كتاب,positive
2512,2512,الا تركيز سلط التشريعيه والتنفيذيه يد رئيس مرفوض اثار مزيد مخاوف شان احتكار السلطه جانب فصيل,negative
2513,2513,حل العقلانيه العنتريه تعاون اثيوبيا تحقيق مصلح طريق تقني الحديثه بناء سدود والزراعه توليد كهرباء,neutral
2515,2515,دستور توافق شعب حقوق انسان ثابت دول مدن جيش جزء السلطه التنفيذيهما لم اتفق اساس توحد مصر خاسر,neutral
2517,2517,فرح نتا تجدد الباقه,positive
2518,2518,تعرف تواضع نبي صل الله سلم كلامجميل تدوين,positive
2519,2519,طن موت لايستحق موت يد لايستحق لحي سانتخبالسيسيومشهنزللمستواك,neutral
2522,2522,اعلام عار تفرغ غان مصر شحن ناس احتفال فسد احتفال لم حزن خسار مصر حزن لان فرص نفاق كبير,negative
2524,2524,دستور ستستمرالامور تدهور مخرج اعطاء رئيس منتخب الاعلان دستور صلاح تشكيل جن توافق وضع دستور مصر,neutral
2526,2526,هولوكوست بشع جريمه عرف البشريه عصر حديث,negative
2527,2527,الاخوان باع ميدان ايام محمدمحمود مجلسالوزراء واحنا كن اصحاب مبداء قضه طيب عامل ايه دلوقتي,neutral
2528,2528,شعب مصر شعب متدين طبع كدبهابريل,negative
2529,2529,ميت ناموس متعاطف معي رحل,negative
2532,2532,الله انور يا حمد مقال روع مجد للكتابه الحلوه,positive
2533,2533,طبع محدش سمع مصاب الاثنين حصل عجز جمعهالغضب ناس تقول خربتوا بلد حر,neutral
2534,2534,عني ماش عارف بياكلوا الظباط خر عش وجي قلب كهرب طفل سن ابتداء ايه اسم,negative
2536,2536,رقص عرس واطالعين تحرك حلجج عني حافظ الاغنيه لازم طلق بالراس,neutral
2537,2537,ارض نفاق كالعاده كسب الكداب كايروكي,negative
2538,2538,وعود المتكرره انتخاب حر نزيه غياب ضمان البديهيه نزاهه مجرد كلام جوف كف خداع شعب,negative
2540,2540,احبكربي حمد,positive
2541,2541,الله سامح حسنيمبارك كبر غلط عمل شعب جهل رهيب اتسبب,negative
2543,2543,سبيل السعاده صديق مجد,positive
2544,2544,عمر عبد هاد مواطن شرفاء بتوع الداخليه زي محام شرفاء بتوع سامحعاشور زي اعلامين شرفاء بتوع نجيبساويرس,neutral
2546,2546,صرف نظر موضوع دهي تحديد ماش مهم راي النخبه مهم سمع شارع كويس مصر,neutral
2547,2547,هالايام تمر مواقف قديم اشخاص جدد احساسغريب,neutral
2548,2548,هذيمصر عمود فقر وطن عرب,positive
2549,2549,جابر نصار رئيس جامع القاهره انقلاب عايش بلد تان مصر اقول مايقدرش طرد منتخب مرس,negative
2550,2550,احتلال عبار ايه دبابه طيار مجنزر اعتقال حظر طوارئ قتلالخ بقي ثور دي احتلال احتلال,neutral
2552,2552,متطرف مكان عالم سحل مسلم تشاءي لام احد قل ارضي ماحدث للشيعه والبهائين مسيح مصرقانون الغابه,negative
2553,2553,لاه مستكترين تنفيطيب شكر لاه افتي كلام طائفي زي دهولازم يتم عمل تحقيق قضاء اثبات جود قرص طلع دب ساعه تحاسب,neutral
2554,2554,مصر عمر ما هيب عهد مبار دهي كلام رخيص مصر هيب هيب عالم وقف تعلم دهي شعب,neutral
2555,2555,لم احيا عمل الام عملاق ابراهيم رفاع,positive
2557,2557,علام صرصار تفويض السيسي قتل شهيد واصابه واغلاق فضاء صحف اعتقال,negative
2558,2558,انتهي سجن قياد المعارضه بناء بناه زوج مصر لم تشهد قمع شيطان وري عصاب انقلاب,negative
2559,2559,خالد البسطويسي بوي عز مرشح الثوره طن عظيم اتمني توحد حمد لان راي اقدر اقرب فوز,neutral
2560,2560,ذكر حلي ذكر واقف التالتهشمال اهل,positive
2561,2561,ما ينفعش حد وجي مشي عدل ابدا دهي ايه قرف دهي,negative
2562,2562,قدر تشويش شديد امر مصري لم انتخب مرس مقال موجود تف موقف انتخب حت نجح شفيق مبار,neutral
2564,2564,جاء مرس خطب ناس حمايه منظر رائع شاء دعا للفخرثم ظهر صفا حجاز اللعنه,neutral
2565,2565,كانو اقزاما ناصر سادات مبار طنطا اقول السيسي خسيس فضل طول عمر خسيس,neutral
2566,2566,عني قول مبار مخلوع سحب سفير اسرائيل مر دهي وصل لغط نعاج خرف اقول انه شكر علا طلاق ماء,negative
2567,2567,رابط بيقول انه صور حلق رامز جلال صحيح دهي فيروس الفيس بو رجاء حذر,negative
2570,2570,جمال سلط فضح انقلاب واعاد حق مرس عاند كثير,neutral
2571,2571,شعب ما نزلش علشان تحصل تن طائفي غريب امريكا ماش بتتكلم اضطهاد اقباط,neutral
2572,2572,بلالفضل مفتقد مقال جدا,positive
2573,2573,قرار كويس هايل مستنينه زمانلكن السادهالمحترمون,positive
2574,2574,كافا تفوه عبار كراه عنصر ضد مسيح تعين جن دستور خرج مزق الانجيل كفال اندهش حدث,negative
2576,2576,لمح اخرها فرح الاهليالافريقي,neutral
2577,2577,صباح حنون هاد صوت ماهر زين فولوري حلو سمكهبتصبح ايموشنموجب,positive
2578,2578,ثقاف قطيع وحش جدا زي موضوع تشومسكي جريوا وري طلع متفبرك اخر نص كلام تشومسكي,negative
2579,2579,يا كنت موجود كبر دليل مسلح داعم اخوان فرو هاجم مكان ساعه,negative
2580,2580,جز الله خير يا رسول الله حبيب,positive
2582,2582,سلامتكياخليفه حق امر ندعوا ظهر غيب شفاء عاجل اللهم لبس شيخ خليف ثوب الصحه لباس العافيه,positive
2584,2584,جديد جمع مبارك تخليص مصر انقلاب حكم عسكر عش حكم عرف ماش لازم جذب,neutral
2585,2585,حدود انحطاط راج غاز اراد احتلال نوع الاحذيه جماجم جماجم صدق,negative
2586,2586,ليت مسيح مصر زي الليرافضينالسيسيرئيسبيعملوافولوالبعض انتخبوالعرص مرسيرئيسي سيناءخارجالتغطيه,neutral
2587,2587,حيوان تجرد انسانيته ابر قتل مجرد اختلافه رابعهالعدويه يا حيوان شغل مخ,negative
2588,2588,عدليمنصور صدر قانون لحمايه تشجيع استثمار وجي جاهل ثوار اقول عدليمنصور بيهدر مال بقي احنا زمن مسخ,negative
2589,2589,قول شتام مشكل كتاب اعلام بل جيل ثائر خذل خان صبح حمل دمهواختم كلام قول مرشد ماذنب نبات,negative
2590,2590,قصر ناس سراويل لان نوع خيلاء نزل عرب مرسيدس عبث,negative
2591,2591,تقدم خالص التهنئه الاخوه اقباط مناسب عيد ميلاد مجيد الله مصر امن رخاء,positive
2592,2592,فيديو اخوان كاذبونبسمالدين,negative
2593,2593,جلالعامر غائب حاضر,positive
2596,2596,شرط تحرش يراكبه جنب مطار زملاء اعتصم اعتراض نقل مرارطافح,negative
2597,2597,تقلي خير صمت خلقجميل,positive
2598,2598,قسم راي جث هامد اكل كلاب,negative
2599,2599,طريق جماع الاخوان مسلم الارهابيه الاخوانجماعهارهابيه,negative
2600,2600,ههههه مال سن اجدع ناس خور جدا,positive
2601,2601,درس مستفاد ظن ناس خرف صدق ما تقول مجرد جاء لسان كيبوردات استخدم بحث عقول نقد تفكير,neutral
2603,2603,شعب يعشق العبوديه الليرافضينالسيسيرئيسبيعملوافولوالبعض,negative
2604,2604,حازمعبدالعظيم العرص كشف لماذا صفوف ثوار صفوف انقلاب,negative
2605,2605,سؤالبرئ ناس الجمعه تنزل صور كتب جمعهمباركه دهي باقه الايام نجس عني ايه,neutral
2606,2606,فتاوي الدياثه البرهامي هلال الاحداث المفتعله سم مرتضي اسم نمر سير الالهاء تمرير جرائم كبر انعدام خيال ابهار,negative
2607,2607,شكر مشاعر الطيبه,positive
2608,2608,اغلاق حساب تويتر نشر فضائح فساد اردوغان الاخوانجماعهارهابيه ترك قمع,negative
2610,2610,رض عبدالسلام كلام دعبدالمنعم ابوالفتوح الاقرب ناس علام علام مصر مصر مضحيه حت نخاع,positive
2611,2611,برض سانتخبالسيسيومشهنزللمستواك,neutral
2613,2613,نتا ماش مضطر تجوز بالطريقه بض دي نتا دمي سواء كنت اجتماع انطواء صدق دي اسوا طريق ممكن تجوز باه جواز,negative
2614,2614,ماش متخيل حد ممكن ادعي بوه مها كانو خنق عصب بس سف برالوالدين ياود الجزمه,negative
2615,2615,زير الغلابه باسمعوده معتقل سجون عسكر افضلمنتجلاكرمشعب انامشرقم انتفاضهالسجون,positive
2616,2616,علاء الاسواني راي متحضر اعاش دول متحضر اقرا مقال كامل,neutral
2618,2618,الفائزون عالم وافريقيا انصار والشرعيه فاشل انصار انقلاب يا زير للرياضه يا خسر سته يا,neutral
2619,2619,افتخر بلغه ايموشنموجب ايموشنموجب اليومالعالميللغهالعربيه,positive
2620,2620,ناس كتير قاعد تويتر تحسي ناس فاضه بتهري خلاص مرارطافح,negative
2621,2621,بلغ شرك مصر طير رفض عرض الام شت فات متن طائر تحدث الثوره لم كني بلغ خطا عار,negative
2622,2622,تحيهالرئيس انتخبوالعرص خليكمصدق حمو ثور نهم مافتحوش ميدان جمل,negative
2624,2624,غرس بذره شهيد حسنالبنا سقي دم صاحب ظلال يتم فتك بطل صندوق انتخابي ديموقراطي شعب الاخوان,positive
2626,2626,مصر ضدالفحم اوقفوالفحم حمل مصلح مان يتم استخدام فحم طبع مصلح اصحاب مصانعالاسمنت,negative
2627,2627,اثق تمام محاكم تفتيش الاخوانيه ترهب اسم يوسفانتظر رد فاشي الاخوان الحلقه القادمه مبدع قوه كثير رئيس مرؤوس,neutral
2629,2629,جماع اخوان ارهابي بقئلهم نصف الكابه حزن مصر انتظروا رد شعب جناز شهداء,negative
2630,2630,راد حكم الاهطل تولي,negative
2631,2631,قوه امن المصريه تقوم ضبط لاب توب حوي اغاني مسيء لالسيسي نكتههذه حادث حقيق مصر,negative
2632,2632,ملا محمود ذم اللهرحله عطاء مقاوم باسل بقي فخر لجيلنالهم جزي خير واسع رحمه دخل واسع جن,positive
2633,2633,نكي عرب صاحب قضه اوعيتنسي,neutral
2637,2637,تحرق حرب حظ سعيد محاول اباده اخضاع مئات الالاف,neutral
2638,2638,احن مايفرقش معي موافق احن عايزين حنان الا,neutral
2639,2639,دين قوي عنف كاف شكال صور ضد انس عقيد انتماء قوه حق سلم سبيل,negative
2642,2642,متفق جوانب مقال حمد خالد توفيق اعتقد تحفز ضد حاكم برك ذب امر مهم بلد تعشق صناع فرعون,neutral
2643,2643,قراء اعزاء اعتراف منه معشر صحف عالم لاد تيت رحم احيانا لجا كتاب,neutral
2647,2647,محمد سام اقول حكم انسان بالاعدام امر مبهج وني صلت الانسانيه مصر القاهره الاخوان فلول,neutral
2648,2648,ازاي تويتر قين حزب عدل قل يع بقي لاك جبه قوه ماشي دهي تفاوض,neutral
2649,2649,شيخ حمد طيب مسلم نتا احترم الازهر كن احتقر جدا,neutral
2650,2650,اسم ميشيل وانا سكرتير دعلاء وبانقله تويتات مديح تايد نقد العنيفاما شتائم المبعوته فلول متطرف بارم الزباله,neutral
2651,2651,مطرب وقح بيشتمنا اغني امريكا امر ردي اقول امين واحنا بنقولو وقح اغني لامثاله يقولو امين,negative
2654,2654,شعر الم شديد اعاش فوض اخلاق انحطاط مبادئ قيم صدم كن اعتقد صدق علماء دع,negative
2656,2656,اتهم الاخوان بالفاشيه الاسلاميه استقدم علماء دين اقناع جنود قتل اخوان مصر متظاهر,neutral
2657,2657,ازدواج معاير نبذ عنف تبرير عنف بالسياسه اهداف اختلاف للاقتتال اهل عبر دوائر عنف عنف مضاد,negative
2658,2658,اضاف يهم برادع ضمير الثوره طبع,positive
2659,2659,الله اسلوبحياه,positive
2660,2660,يوسفالحسيني امريكا لاتعنيها سوري شعب سوره نصر الاسلام عني صهيوني وحمايه ترك,neutral
2661,2661,صحيح توقيع خالد تمكين شاب وحيد جراء دفاع المدنيه دخول سباق رئاسي,positive
2662,2662,عود سجون مبار,negative
2663,2663,ياخي الفجيكات دول يتحبوا مقدم دهي نوب,positive
2664,2664,فقط مد يد والدمج قانون والسلميه امتناع توظيف زائف دين مضامين امكن الدعوه مصالح طن حقيق,neutral
2665,2665,حرام بلد طلقاء حكم بلد النزيهباسمعوده فك الله سرا نتا احرار بلد,negative
2666,2666,حضر مؤتمر مصر احرار خور سعيد شعل امل,positive
2667,2667,اللهم بلغ رمض نفس بق,positive
2668,2668,نتا مال,negative
2669,2669,رم جمع جاب خالد جند احتفال الدينيه حرام مرس حلال جيش,neutral
2670,2670,عرف انقلابمصر يسقطحكمالعسكر الداخليهبلطجيه الحريه محمد شعب عبدالقوي سن طالب علوم المنوفيه,negative
2671,2671,دهي بعدما قفل نت بترول كن رسل اللنك لسيرفرات بر الله جز خير رسل الصفحه استمر دهي تخيل,negative
2672,2672,المبادره جميل كلف عمل مجتمع بعدهل نزل قبض مجرم لان الشرطه متخاذل,negative
2673,2673,اللهم مطر قبر محمد حس جمع قبور موت موت مسلم سحائب رحمه يارب اللهم غسل ماء ثلج برد,positive
2674,2674,يا يا مال تردي حال مر حال انقسام شهد قوه الديموقراطيه ادي,negative
2675,2675,تطهير الداخليه فور,negative
2676,2676,مذيع بتزغرت الامالمثاليه,negative
2677,2677,حمد الله كبر التحي شعب مصر عظيم قائد معلم دائم ابدا التحي قوه المسلحه نصر للثوره مجد شهداء,positive
2678,2678,مستعد قيام دور خدم وطن حفاظ التضحيه قدم شهداء وحمايه مطالب الثوره,positive
2679,2679,اتفرج ياسلام صلاح جاه محمود سعدني بروجرام واحدرحم الله وجز مصر خير جزاء,positive
2680,2680,اشارككم قلق حال استقطاب السائده لحي السياسيه طالب عود توافق وطن تيار,negative
2681,2681,عيد فلاح ظلم السلطه واهملته المعارضه احتاج لاصلاح زراع جديد نقاب مستقل فلاح تغير جماهير قلب فلاح,negative
2683,2683,اياك عبد اياك استعان,positive
2684,2684,عبد منعم ابو فتوح بعث تهنئه تحيه شباب الثوره دافع اجل استمرار مسير الثوره,positive
2685,2685,يتنافيختلف قواعد تعلمناهاجمله تكرس جمود تطور ختلاف تنافي مكث عصورالظلام مصر تونس,neutral
2686,2686,ما تحدث مجلس عسكر تفعيل حال طوارئ مرفوض موضوع,negative
2687,2687,حروب الصليبيه ارتكب بشع جرائم اسم المسيحيه عادي مسيح عالم اعادي افعال السيئه ديان,negative
2688,2688,تحقق الثوره اهداف صفقه القتله,negative
2689,2689,فاضل علم جيد دحلانعميل ضاحيخلفان كلاب ضال طلق اسياد,negative
2691,2691,اعلان دم دستور مجرد انتهي قوه جيش والشرطه مذبح حرس جمهور,negative
2693,2693,حبيتلكن حب حنان وصحبتلكن صحب مالهاش حكيم اكتري قات جو قلب ماش لسان عجب صلاحجاهين,positive
2694,2694,القائمه لخا خدع تعريف كلم مبقوق,negative
2695,2695,الثوره مكمل ثورهيناير باسمرئيسالمصر انتخبوالعرص,negative
2696,2696,ابراهيممحلب هايدخل تاريخ وهايحل مشكل سد النهضه وابقو افتكرو مدرستيديلاسال قدم هدي مصر احد خريج ناجح,positive
2697,2697,سمالمصري تحسب دمي ايه نظام رفا,negative
2698,2698,الدائره متجانس لايمكن السيطره عصب قلا اتجاه سياسه,neutral
2700,2700,عملاء كره جيش المصريعبدالرحمنيوسف انتخبوالعرص مصرالعربيه اخوان بلاششتيمه,neutral
2701,2701,كيزاد فضل منصه تاسيس اعمال المنطقه اماره عرب,positive
2702,2702,عبدالناصر خائن الاكبر الاخوانالمسلمون,negative
2703,2703,عسكر كبير عبدالفتاح وي,negative
2704,2704,سال برادع فعل عراق البرادعيطلعجاسوس باسمطلعحرامي تخابر,negative
2705,2705,عظيم نجاح جهز الدوله تعاون اطلاق سراح جنود مختطف اراقه دماء اداره زم ناجح انبغي الاشاده بها,positive
2706,2706,ما نصر الله,positive
2707,2707,الاخوانجماعهارهابيه جبي تضيق اخوان خليج اذناب تنظيم دولي للاخوان قلا خطوره اخوان مصر,negative
2708,2708,اختيارلجنه المائه جبي يتم وفق معاير واضح اراع تمثيل كاف قطاع مجتمع رجال نساء عمال فلاح مسلم مسيح اهل والنوبه,neutral
2709,2709,اجور عمال شركه الاسمنت تكلف ورق شكائر الاسمنت اوقفوالفحم,negative
2710,2710,واضح الترمادول مل بلد الببلاوي ولي السيسي رئاسه مصر معني انتهاء حكم عسكر,negative
2711,2711,ما صف مكتب الارشاد اجتمع بحث حكم المحكمه الدستوريه مرس خدي كره مرض,negative
2712,2712,امراض السياسه الم,negative
2713,2713,اللهم حرس تنامي كنف ركن رام رجاء نعم نعم بها,positive
2714,2714,ثقل بهموم غد اتا هموم غد تكون حرم نفس سرور صباح سعاد سرور,neutral
2715,2715,اطاح استفتاء مبدا تكافؤ فرص حينما لم سمح تصويت مقيم خارج تسجيل انتخاب,neutral
2716,2716,حصل محمود شعب تحرير فتر ضعيف,negative
2717,2717,براء مبار قتل متظاهر جلس عني عز حكم اخوان لم يتم الاستئناف,neutral
2718,2718,تحدثوا شيء مدارس مجموع كليه بالواسطه جواز فلوس والصحوبيه بالمصلحه,negative
2719,2719,مر شاف مناظر مقاطع صراخ طرف خدي الكلاماحي يوسفالحسيني لاداره حوار رق,positive
2721,2721,تعادل نهايه لقاء قلل فرح الاهلي خير لقاء الاياب القاهره حاسم دور مصر حاسم لاعلاء اسم بلد فريق,neutral
2722,2722,منع برنامج الاراجوز اسم يوسف قضاء غلق قنو المحترمه قتل حر راي والاعلام حرق,negative
