tweet,label
كره قدم في الاوليمبياد حاج علوضعها كل ماتش فرق بتلعبه كان نهائي,joy
كلى عرب يوم كلى صدام حس يوم أنعى حال ذم حظ لكن بقى اسود اسود كلاب كلاب,anger
تخيل نتا عاجز نكى أجاب علاج شوف الياس لي نتا هتبقي في قد ايهربنا صبر تولى رحمة رفع حظر عن استيراد دواء,sympathy
فج قفى شعور انتهى كلام,surprise
ليس من حب ان تغافل عن زلة بل ان غفر,love
افتتاح الاوليمبياد بالنسبه لي عد تنازل رفع علم عزف نشيد دخول بعث يونان برازيل الشعلهايموشنموجب ربع ساعة تقلص ربع ساعى قفل,none
انا تفرج عش حسد صراح قلا واحد شايل جم عنى ربع طن الله يخربيتهم ايموشنموجب ايموشنموجب ايموشنموجب ايموشنموجب مصر ف ساحل محدش راح الاوليمبياد اصلايموشنموجب,none
ايكاردي لعب مع الارجنتين في الاوليمبياد,surprise
ايا راسي دكتور هول شكل شوي بيشبهوا بن دمي بس مركب مخ هيم قلب مصاصة دماء حبيب,anger
جميل بالحياه جود,love
ناس السعيده لي تشوف في شارع نتا ازاي سعداء في احتمال نكى دخل ف يوم من الايام اوضه ترياج مير,surprise
لما قلب لم حسا من سن ياربي زله,sadness
اضراب الاطباء عمان مع قلب و حت أنال حقوق كامل,sympathy
خايفه علي نفس بان علا سور في حي خلاص نسى احساس نوم عايزه اعيش,fear
لي علم ايش عنى عشق وايش انتماء وايش هلال كثر لاعب صور جوال هلال سام جابر,love
تايم لاين مفرح بطريق فرح,joy
تر ماهي اول مشارك سعودي في الاوليمبياد,none
قلوب مع موفق باذن الله,sympathy
نتا كان قصد علي,surprise
اخر حروف يتن طرا علي بال مثل طار دوم مشغلني حبا دوم نشد عن احوالك ابي همس ماقلت لك كلم,love
عرب ايموشنموجب في تاريخ الاوليمبياد,none
اتضح ان الواد حماد ابن المؤسسه العسكريه كان فاكر نفس نازل احتفل بعيد الترعه الجديده حد قال هم فتح الاوليمبياد في عيد,none
انا متعود علي ان ناس تقول اسم غلط و تقول ريهام لكن ايه لي جابي منا لالهام نفس عرف ازاي تيجي ازاي بس,surprise
الله خلتوني عيط واتنطط من الفرحه واصرخ حسى انكم التلاته اخدتو لقب الحمدلله هايرجعو لقب,joy
نفس صحا من نوم الاقي مصر زي زمان في سبعين ثمانين حب اخلاق فن راقي شهام اسعار عيش بسيط بس بال رايق ساعد علي الابداع,love
اماني خياط دي مصر متبراين من اصلا لا حد هنا بيتشرف باه اساسا,anger
يا رب شف من مس ضر و من ضم تراب,sympathy
صبر صبر لستم وحد الله مع قلوب ايضا فرج قريب,sympathy
الله سلم قلب و قالب بعد جبدي,sympathy
عطا قلب من استحق فقط لان كل لا أعطى كل ال من جعل كل ايموشنموجب,love
لا عكس باثولوجي انا كنت حب,surprise
ان دين الله أضاع المراه في مرتب اللؤلؤه النفسيه التي جبى ان كوى لها محار قوة تقي من نفس العابثينلقد كرم الله بالعزه اعتزاز مسلم,love
مرتضي منصور دهي هيودينا في دهي الله هيودينا ايه هو ود خلاص,anger
اذا لم جعل العلاقه بمن أحب شخص فضل فان مع شخص خط منقول,love
سب بطل الاوليمبياد لي فات بس خسر امام كل عالم دهي كان وحش في القرعه,none
لن نسى أجار ادعى الله ان رحم الايزيد صب من مات من من قتل من اغتصب اللهم فك سرا من الدواعش لطف هم,anger
ران نحن دائم متفائل ليس في هذا موسم فقط خصوص مع مدرب ناجح حقق بطولة مع كل ريق درب ثم حماس حت لد لجم,joy
لا مفيش ديمقراطي احنا هنبلغ عن بق نتا بق ضد حكم عسكر,anger
اخيرا اترفع علم مصر في الاوليمبياد شكر يا سار,joy
ممكن حضر الاوليمبياد بان التميمه العروسه لوج بتاعه البطوله و اتشهر و دهي,none
الاوليمبياد دي حدث جميل اوي الله,joy
بس تكتشفو نوى حلب محاصر راح نضح على للصبحايموشنموجب ايموشنموجب ايموشنموجب ايموشنموجب ايموشنموجب ايموشنموجب,joy
بعض الاوجاع لا حك خلق شعر بها فقط بوح اوجاع لما اهات عذاب,sadness
لا فرح تكذب الكذبه تصدق ايها عبيد او السيسي عراق كمايسميك مغفل او سذج الفكروالعقول حاكم سراق,anger
هو مفيش حد ناوي كسب بق ف الاوليمبياد,none
قطر داخل الاوليمبياد ب لاعب لي عايز سرق قطر استغل الفرصه دي بلد كل في برازيل,none
ذي الفتره جايني خوف من ايامي الجايهشعور غريب عاجز اتجاهله سهول ايموشنسالب حكاية لك زعماء تويتر دعم قروب غز ا,fear
فرج عن نبيل لم كمل عام منذ خرج من سجن الذي دخل شامخ بعد ان اتهم السلطه ب,anger
قراء خاشع ايموشنموجب رائع جدا جدا ايموشنموجب قارئ رعد كردي قراء ند سور الاعراف من مع اذي استمع ايه ايه خبر بما صار,joy
مفروض نهو عارف نهو ممكن لاعب اي حد عنى ماش افتكاسه جديد في الاوليمبياد دهي متوقع فميعملش في بطل مغصوب,none
اتفضلوا شاف بيعملوا ايه في كند رحمة يارب,surprise
اعتقد شف منشط في الاوليمبياد لازم شمل معلق نيل للرياضه,none
دهي كابتن شوخيرده تمام ياخد بالجزمه هو بوى صبغ لان الاشكال القذره دي هي لي افسدت لحى في مصر معى,anger
حلو حاج في دنيا لما تحصل حاج نفس في فج فرح استمتع تبسط كل تفصيل لي ممكن تبسط ارابيسك صبح علي خير,joy
هنعدي امريكا و نبق ابطال الاوليمبياد,joy
منتخب ضعيف يا ريت ياخدونا مثل قد في الاوليمبياد يم غير حصد ميدالية,none
كل ضد مريم بيفور ماسون فاجر صومالي ادعى الوطنيه تب لكم,anger
بيريز حيوان مدر لاه أقال كارل و تعاقد مع زبال ذا,anger
وين مايطقونها عوج كان الله في عون,sympathy
اي دا حت عيط قسم الله في حاج غلط ما هو كل ال بيحصل دا صدف,surprise
اللهم غيثامن عند روى أشفى صدورقوم مؤمن نهى فقد والانين اللهم اني ابراء ال من قلهحيلتي هوى عن نصرة اللهم ولاناصر ال انتايموشنسالب,sympathy
لقط حلو شاخ حال في التايكوندو في الاوليمبياد الواد كور روح حلو شاخ,joy
دهي لي بعملو حال بس خايفه م لي بعد دهي,fear
اسقيتك من ماء حب نبت حب لامراه سو ي عذر,love
واحد كان ممكن اشترك ف الاوليمبياد دي لو في هوك جليد بس للاسف مفيش,sadness
كل ما كبر كبر زاد احلامنا صغر ماغير جروحنا تكبر تعود علي الالام شعر بوح حب لما عشق سندس محمد ا,sadness
عزيز مريض تنقل بين مستشف بحث عن علاج دون ان خبر صيدلة عن الادويه التي وصف لك هد سلام قد أنتج تفاعل دواء نهى حي,fear
اشتراك في الاوليمبياد من الاصل اعتراف كيان صهيوني والدوله الاسرائيليه قعد في بيوت انقطع عن عالم,none
خاب قوم لم سمع عقلاء لم اتعظ حوادث دهر حمد زايل,anger
يا جدع انا عسل اوي دهي للدرجاديايموشنموجب,surprise
جمهور مرعب الله ستر,fear
جاء نبا تالي سم الله رحمن رحيم جيش باسل بد باش هجوم المرحله الرابعه من تحرير حلب دعاء دعاء ل ابنائكم,joy
اعتقد في الاوليمبياد لي فات كانت سود دول واحد,none
اتركو العنصريه النتنه الحوثي صالح هم سبب خراب يمن الحوثي غب صالح ثعلب والضحيه شعب يمن,anger
مسن مودينه دار مسن شوف شلا ال والي حسر ايموشنسالب حسب الله نعم وكيل زاد رصيد والد ابي امي,sadness
عندما نظر عين ياصغيرتي نسا عالم نسا احزاني جو بن,love
مبروك لين يا شاه وكفايه فرح كنوز معى ليث واسماعيل وعلوش ورى جد كل تستاهل كل خير ماعادا الحيوانه انفصام والكرومبه لي معى,joy
ذهب لكي خبر اشتياق فاصدمت قد ذهب من خلق,sadness
شف نقط خر يامونسه,anger
اه هتنفعهم الاوليمبياد مغيش اكترى من ايموشنموجب,none
فا الامير ترك بن عبدالعزيز انا له وانا ال راجع عظم الله اجركم غفر الله فقيد الله رحم,sympathy
خايفه اموت ومتعرفش ايموشنسالب,fear
الاوليمبياد دي حلو حاج في الدونيا,joy
نحن معى يا ابناء المملكه قلب و لا عاش من مس سوء فرح فر و حزن حزن الاحوازا نجم خليج عرب,sympathy
انا خايفه يا مصر ايموشنسالب ايموشنسالب ايموشنسالب,fear
زمالك قدم تعازي نادي الاهلي في فا مدرب قطاع ناشئ زمالك تعازي نادي الاهلي ناشئ,sympathy
صوة دهي ايه الله على ملايكه بيغنوا,joy
لصى تطلب من جنوب سود معاقب مسؤول عن قتل جند صينين بقى حفظ سلام,anger
خايفه اوي لان جيش هينزل بتقله دافع عن السيسي هتك مجزر رب ستر على أعد علي خير نازل ماش متنازل,fear
مررررررره ظلم اوقات اقول قهر وانانيه واوقات حزن لان خايفه ومو عارف كيف تصرف بس حقيق خلاص مررره طول لازم عرف عن بن,fear
اطالب تحقيق رسم من قبل اتحاد كره يد مع مدرب و لاعب علي سوء مستوي و تعمد الخساره و ظهور شكل رديء في الاوليمبياد,none
أضحك الاعلام الايراني عندما أسمى مرتزق نصر الله سليمان في سورة مجاهد,anger
مستحيل كوى عصام حجة دهي عالم اخترع ايه اضاف ايه علم طيب عالم في ايه,surprise
تفكير في كثر من كلام معى عموم نتا جمل من خذا قلب مساء حب سعاد كي,love
دا احنا ناخد الاوليمبياد دا بق ف يد,none
ترك عواد أساء سعودي هل عقوبه سجن اعتقال للدعاه فقط ام انها شمل مثل هذا ساقط الذي اتهم امهاتنا انتظر اجابه من المسؤل,anger
انا متعاطف مع واتمني حل مشكل باسرع وقت ليس لك ال المطالبه صبر احتساب,sympathy
حب كنز روح مستودع لن نفذ حب مادام قلب صانع,love
الاتنين الابطال لي جابولنا اول ميدالية في الاوليمبياد طلع بيلعبو في نادى طلائع جيش جيش مكان حدود ليس احراز ميدالية يا برادع,none
حب كل يا قرايبي بشر قد مدام جيجي,joy
و ايه المشكله و احنا بلد شل في زايل نجح في صافيناز,anger
صور امينه ختا احتفل بزواجشقيقها,joy
في جنب ياهل في حلاق شاهد الاوليمبياد أقول استغفرالله بن تحكم فكر لي لعب رجال لو أدرى نهم بن ويش بيقولايموشنموجب ايموشنموجب ايموشنموجب ايموشنموجب ايموشنسالب,none
الاكونت دهي الاوفيشيال بتاع الاوليمبياد قدر تابع من على كل حاج يعنيايموشنموجب,none
الاخوان مجرم نصر مصر انتصر باذن الله لان دع حق بنى عمر طن واخوان شياط خرب هزم,anger
الله نصر,sympathy
نتا غيم عمر الحلوه لي امطرت علي قلب عشق وازهرت دنيا في عين حلو ربيع غزل,love
قد في الامل مفيش من رج رم طوب من زمان,sadness
في هذه لحى كي كثير لا علم ان الله مخبئ لنا خلف هذا بكاء خير وفير,sadness
بالاصل عمان ليس لها اي دور فعال حرب السعوديه مع الحوثي كلاب لكي تطلب السعوديه من حل للتسويه,anger
برونز مصر اخيرا ايموشنسالب ايموشنسالب شكر سار سمير اول ميداليه مصر في الاوليمبياد برونز رفع الاثقال,joy
لما نخش عب الرمايه و نجيب سهم بر اللوحه وبق احنا عمل لي م يتعملش في الاوليمبياد,none
بس مصر بتفرح اومال و بلاش شرمط نزول دولار ل دهي ماش هيكمل يوم و هيضرب تان,anger
بطل عالم ف هجص بوظ صور ف الاوليمبياد اكترى ما هي بايظه اسلام شهاب,sadness
احنا جاين نهارد لاقى الاوليمبياد دي ايموشنموجب ايموشنموجب,sadness
وبد ان قبل فم رطب حي,love
كثر ما جهد مشاعر هو قمه صدق,sadness
حرام على مافيش حد ماش مخطة كل خطاؤن,fear
امير مرتضي منصور راجل دا كان سبب رئيس في تخليص غلب صفقة رب يباركلك يابني,love
قال احببتها درج اني لم استخر الله بها يوم خش ان تكون شر أبعد الله عني ايموشنموجب ايموشنموجب ايموشنموجب,love
قائم علي قن نيل للرياضه رحم ديك ابونا كرهتونا في الاوليمبياد ايموشنسالب,anger
احتفظ بك داخل قلب و في نفس مكان اوجعتني بور في جد,love
انا خايف انام وقت جرى سرع و لبس ف امتحان بكر دهي,fear
الغيره في حب جعل كالاطفال لا أرضى سوي امتلاك الغيره,love
بالمررررره حلو مفيد نتا متخيل لو دخل علي بن ذا ماعاد نهم مسوين لي حركة بايخه ابدا,joy
ري دي انيرو مصر اتعاملت مع الاوليمبياد كان دور رمضان جمع فلوس لام اللاعيبه جهز الشنط سافر برازيل وفى الاخر عزب نخل,none
في فرح من لي كانو عند اتاجل بركة يا حاج لبن انا كد هقلق,love
جزية لجن ان شاء الله هبلغه,joy
عالم أعاش حلق جديد مثير من برنامج الصدمه بس هالمره عن جد مو تمثيل الصدمه ترامب كشا,surprise
دا استثناء بعد تعليم تجهيز لا الاوليمبياد انما ماش هنتعب كل شوي معاكوا بق ايموشنموجب,none
يوم اسود لن نسى أجار علي لسان طفل اي ذنب اقترفتهسرقتم طفولتيقتلتم اهلياغتصبتم اختيكفي مزيد,anger
هناك لفا سبب ذهب لكن بقى لاجل سبب حيد لا تفهم,love
اثير الاخباريه اسباب تطاول ايران علي محمود عباس,anger
ملعون بوى تحكيم في الاوليمبياد دي في كره يد,anger
ما جمل ان شعر روح حول احتوى كل مكان ف عشق روح سيد لها مذاق خاص ايموشنموجب,love
يا بخت ناس لي تشوف ناس لي احنا بنشوفها اه الله جد,joy
من كتر ما انا خايفه ماش مسترجيه اشوف صور مر ال دبح ابن نوى احنا ال بنطلع وبنمضي كل يوم بر بيت شوى ضم ما نتلاقي مع هي,fear
لماذا في السعوديه فقط حرم علماء قياد السياره للمراه بينما عب جودو في الاوليمبياد لم نطق في كلم,surprise
مندوب حمار عبدربه هاد في الامم المتحده أقول عن الحوثين هم جزء اصيل من شعب يمن ما عد احناش روافض لا مجوس,anger
بس دهي امال نتا فاكر ايه,surprise
فج كل بن شجع برشلونه,surprise
بنت نادر لي مسى ان مصر تتاهل دور تان في الاوليمبياد في يد يا ريت ياخد حب اسبرين أنام,none
كنت خايفه انا بعد,fear
ماش كن دين زمالك لعب في الاوليمبياد طيب,surprise
حب مو كلم حبا احيانا رجف يد و فز قلب حي,love
باكي,surprise
لا بايديه لا كان بايديا,sadness
الله ستر على واتمني مايك من مغضوب على مجرد راي لم عجب بعض متضامن متفق مع,sympathy
طب ايه سبب في نهم يعتقلو,anger
انا مو بس حبا انا ميت على فقد ذبح تنكد علي يوميايموشنسالب ماحب انا اشتاق لك تعب كثير اه لو أدر وشى لي بيصيرايموشنسالب حبا حبيب غزل,love
رب ستر الله مرعوب,fear
الاسعار نار لجن غار دولار فار والبورصه بتنهار نيل طار وصنافير اتباعت دينار لاس شعب حمار بتحب السيسي عش معيش حمير ف مرار,anger
مصر راح الاوليمبياد ب لاعب مثل في خرج ف يوم اصلا,none
ما ناح عارف نهو امريكا من تحت لتح ازا قفى مع اسرائيل لما استخدم فسفور حرب غاز ما اتهم نتنياهو جرائم حرب دك ما كزب هلا,anger
هو في كام قطر في بعث قطر في الاوليمبياد,none
تبسط جدا نجاح لاعب مصر في الاوليمبياد فرح لما لاق حد بيحقق حلم وصل لي هو عاوز رغم كل قرف لي احنا عايش في,joy
موت فرح فينة اذا عاش حزن في فرح,sadness
كانو جايبين واحد أحل الاوليمبياد عالنايل سبورت قال لا الله ماش متابع البطوله,surprise
الواد الاسرائيلي ال هيلاعبنا في جودو ف الاوليمبياد دهي شكل غشيم يارب ولد اسلام ميخسرش ماش عايزين فضايح يارب,fear
له لم صلى في المانشن,surprise
هذا اغرقني اشتياق من في حب مك قد ألام مؤسس اللؤلؤه الوقفيه,love
يالله تاثرت و دمع عيون,sympathy
هما قال ان شعار الاوليمبياد لسن دي هيبقي المحافظه علي الارض او حاج زي كد عنى هوى حاج لاه علاق بالبيئه عنى,surprise
ناس خايفه خايفه من كل حاج قت متخوف من اي زياد في الاسعار في اي وقت متلوموش ناس ماش هما لي صلى بلد مر,fear
افتتاح الالعاب الاوليمبياد في ري دي جانيرو برازيل دخول فريق سورة الله حيو سوري,joy
افا ترامب متقدم الله اني متعاطف مع كلينتون عشانها نثا لا كل درى نفس لشا,sympathy
صوة بيوهب قلب حي,joy
ماش فارق ماش بيلعب مع منتخب في الاوليمبياد,none
يل افريقيا لفا مليون أحيا كابتن مؤمن سليم وشى سعد ع جمهور زمالك حفر اسم ف قلوب كل الزملكاويه,love
انا ماش بس خايفه من موضوع دا انا مرعوب جدا,fear
ما شاء الله اسرائيل قت تشارك في الاوليمبياد ايموشنسالب,surprise
ناضل من جلا من جلا من جلا رفع بلد مع حت النهايه بلا كلل اضراب الاطباء عمان,sympathy
لو حت بيبص علي منافس لاه بقى وزر بقى بينافس مايكل فيليبس في الاوليمبياد دراع دراع وزر ازاي عنى هبل,anger
لان ست مالهاش غير بيت جوز راح جوز خدم عيال احتفى مصري فوز نساء في الاوليمبياد عجب شعب متسق طبع,surprise
فرق بين مصر وامريكالصينروسيانجلترا في الاوليمبياد ظهر واضح في زمه سار سمير والثانويه عامه,sadness
ضمين في حضن خبيني خوف ميجيش منير,fear
كلى ماما يا كلى ما بعد كلى و ياروح ما بعد روح الله ايموشنموجب حب,love
افتتاح الاوليمبياد بد علي و مفتوح,none
خايفه وشايله هم امتحان ايموشنسالب,fear
خايف من يوم ال صبر بينفذ في,fear
انا خايف من فقد والوحده وخايف دمعة أطغى علي فرح اجيه مبتسم شايل معي ورد واروح باكي شايل معي جرح,fear
خايفه دخل انام الاقيهم غلو حاج تان,fear
ما احتاج كثر ريق فايز دور و الابطال,joy
عراق ما حكم ال دكتاتور حجاج ابن زياد صدام عباس,anger
بس نبي لبت حنان دي جدع بنت جدع مر رفاع علا,joy
طول وقت خايفه رب سيب نفس اكترى من دهي الله اللهم رد ال رد جميل,fear
موقعتش لا حاج طلع ال و راح نصف نهائي الاوليمبياد دي عايزه ورس عش فهم,none
خايفه حكى,fear
هي كره قدم تدخل الاوليمبياد,surprise
فهم طبع بس هما لازم يعيشو دور خبراء الاوليمبياد,none
يل رزق علي الله انا خايفه بس كوى من سوء عملة ان ابن في وقت دهي طب ماش لو رب بيحبني كان منع كمل,fear
قلوب مع ياهل مصر دم شامخ يامصر,sympathy
يومكسعيدباءذنالله اهلابكصديقهعزيزه,joy
حب ان تقرء كلم جن تشكل في عين وجه مكا ايموشنموجب,love
ازاي لاعب مصر في افتتاح مسك علم السعوديه حت لو صغير وفى مسؤول الاوليمبياد مسخر,anger
في بلد اسم كوسوفو سبت ميداليه ذهب في الاوليمبياد هما اصلا لاعيبه مشارك من بلد دهي عرب منور,surprise
مايكل لبس واخر سباق لاه في كاريره في الاوليمبياد مع منتخب امريكا تتابع متر بعد دقايق تقريب السباحه ري,none
اول لما السيسي قال انا شايف نصر زي من شايفكو دلوقت هوب دبل كي قات كل اللاعيبه مصر في الاوليمبياد بيخسرو وبيروحو علي بلد,sadness
لو أعطى حبر قد بحر ما اوفي شاب الونسو حق عشششق,love
طالب رحيل مرتضي منصور واحنا كاهلويه طالب رحيل العرص محمود طاهر هو دولجي امنجي اوسخ من مرتضي الكوره جماهير ياولاد الوسخه,anger
متاخدونيش علي اساس اني شخص الموتيتد الفتره دي عش انا جوايا كم احباط حبط بتوع الاوليمبياد الله,sadness
مصر تخرج من الاوليمبياد سرع من بول بتاع جرة,none
اعترف اني خايفه من جواهر الله ستر يل باي,fear
الاوليمبياد بد سباق متر كان روعهورقم عالم شيخ والاجمل ان الاثيوبيه هيا لي سبت افريقيا سلام,joy
مفاجاه دور الالماني,surprise
اردوغان مكيافلي اصيل طبق الغايه أبر الوسيله شكل ممتاز استغل دين و نصر مظلوم و مساعد فلسطين لكن مستعديبيع كل هذا من جلا المصلحه,anger
نتش يا سكر نتا تصدق اصلا ان نجر عمل كد,anger
كان مريض قبل الاوليمبياد كان بياخد ادويه تزود وزن,none
مصر خد ميدالية في بعث مصروف على مليون عنى الميداليه واقف ب هما رفع دعم عن الاوليمبياد لا ايه,surprise
فشل عندما نقول ناس كلم فاشل هذا فشل حقيق عمر ماك حدا فاشل بس حطم ناس قبل فشل حقيق انا ضدالفشل فشل مدرب مر علي نادي,anger
كان الله في عون دعوات هم مع صل وتر,sympathy
لاس بتحبها لا عاد طب دار دموع الاول عد اكدب برحة,sadness
لو نتا فارق معى مكنوش ساب,sadness
يا جماع الترينينج احمر بتاع مصر في الاوليمبياد دهي بشع اول مر كنت اشوفه سار لابس من شوي عش ماتفرجتش علي الافتتاحايه البشاعه دي,sadness
خوان مارتن ديل بوتر فاز علي نادال صعد نهائي الاوليمبياد نسى ري,none
نادى الاثرياء بيتريق علي مرتضي عش ماس نادى الزمالكبعيدا عن ان مرتضي في كل عبر طبع بس اخر ناس تكلم هم بتوع خاس حمد,anger
وديتوا السيجنال وفى معنديش لا شرط,joy
يا جدع لو سمحتوا ماش كل واحد عند ميت ام عقد نفس راح داخل شاتم حد علي اسك ما هو يا تعالج يا انتحر الله,anger
انا خايف حاسس ان السيسي دهي ملبوس او عند هلاوس وبيحتاج أسال دم بن دمي كل فتر سبب او بدون,fear
بطل جودو مصر اسلام شهاب هيواجه لاعب اسرائيلي في الاوليمبياد,none
هو ان استغنى بمن أحب عن عالم جمع ال شعر مع رغب في اي شيء اخر ان كفى جود عن وجود,love
الاعمي الصداقه وفاء,love
هو تمام السعاده حيث ارتاح قلب تحدي ضلع المفود من فالانسان لا ارتاح ال هو كامل جمل ماقيل حب,love
تخيل نايف اناصارلي شي جدا محزن ساء خايفه انوا حزن علي مر كنت نظف الله كرم حمام,fear
اللهم رحم كل ضعيف فقير جائع برد ايموشنسالب يمن عراق تراجف يدى من برد قول,sympathy
هتيجبي ملاحق يا هاد,sadness
ام عبدالله متابع تستاهلي ياقلبي كا خير رائع مميز ذوق استحق المتابعه,love
اسم الحجامه يا جهل ماش حاج جديد ماش علاج كوب السخنه جديد عن مذيع الاوليمبياد اتحدث,anger
لعن بوى جمل سن حضار لي بتتقال لما مصر بيكسب في اي حاج في الاوليمبياد هوى هوى بيكسب وبيقول نهو سن حضار,anger
اللهم اشكو ال ضعف اهل قل حيل هوان علي ناس يارحم راحم اللهم نتا رب مستضعف نصر علي عدو,sympathy
تب فاز خل فريق وايل,surprise
ممكن حد عرف اي قن ممكن اتابع على الاوليمبياد شكر حضر,none
جمهور الشرقيه دائم شرف,joy
اسس تحصل علي منصب في ليبي واسط و محسوب فقط,anger
شعور مريح حين تتفكروتتذكركان الله سمع علم خفايا قلب لمة حزن الذي لم ظهر نهو رحمة أخف عن حت قبل ان تطلب,joy
من جميل كلام شافع اذا خلى ناس عن في كرب علم ان الله أراد ان يتولي مرى و في الله كيل,love
اسيست ميس ب تاريخ الاوليمبياد,none
دا رياض مصر في البعثه لي تمثل مصر في الاوليمبياد رفع علم السعوديه مع علم مصر في حفل افتتاح ناس بتطالب عود من البعثه,none
صدق مسا عجز انام قلق عاد انا مو خايفه من قدر ومتامله في بس مسا قعد ساعة مانمت عد مادري وشى صار نمى بس,fear
انتاب  ك ف نات صباح خير شوق,love
كل حب دنيا دي في قلب لاك دا نتا غلا ناس علي روح في موا,love
جمهور مرعب,fear
قطر خاش الاوليمبياد ب لاعب لي يبي خنب قطر استغل الفرصه شعب كل في برازيل ايموشنموجب ايموشنموجب ايموشنموجب ايموشنموجب ايموشنموجب ايموشنموجب ايموشنموجب,none
نسج خيوط حب والمحبه هدى من هم الاقرب ال قلب لان استحق,love
احساس غريب عندما تفقد شخص تذكر جمل لحظاتكك مع ف ظر سم علي وجه دمع ا تعلمهل نتا سعيد ل تذكر ام ل قد,sadness
خايف للغربه تحلالك بعد غير احوالك,fear
فات سن مياد حناوي ياشيخه يخربيت فجر انا متضايق اني مسمعتكيش من زمان,surprise
حسا خايفه,fear
ماش صعب علي اكترى من لاعب جودو مصر في الاوليمبياد لو لا قدر الله خسر مصر هيهيجوا على نفس هيج لي كان هيبقي علي الاسرائيلي ايموشنموجب ايموشنموجب,sadness
الاوليمبياد حلو جدا وماتشات مفتوح من طرف مهرج اهداف,joy
الاوليمبياد حمد له ع السلامه,joy
عمل ايه عمل ايه سجن هشام جنين لي بيكتب تقارير فساد,anger
ايه دا باص جاه في معاد لما نزل در ايموشنموجب,surprise
اتنين من شرق اسيا بيلاعبوا بعض في الاوليمبياد افتكر باع نهو بلد مظبوط نمس وهولندا,surprise
علم ان طارق عامر دهي سل ماش عقل يوسف طرس,joy
مبروك زمالك اللهم لك حمد مستوي انتصار وبتالق حاف يمن حفن مهاجم فذ اسم مرس البطوله زملكاويه فضل,joy
كان الصحابه اهل صدق عن نسا ابن مال رض الله عن قال الله ماك كذب لا ندرة ماهو كذب كم كذب في الجاهليه كان عار واحتقارللكذاب,sadness
لما شوف مسلسل حلو بق خايفه اخلصه علا ايموشنموجب,fear
الله نصر قلوب مع,sympathy
هو انا ماش عارف احنا سب ازاي بس هو رب لما بيسترها بيسترها,surprise
حب ما أغار قت الايام من حبك جد لك حب بل ليل قروب مسافر,love
زياد عذار ابتهج وجود اسم في تشكيل حكومه شاهد طالب تسريع تشكيل دون تاخير,joy
حقد المصاروه علي عمام سعود أنوأ عن حمل البعارين مصر رفع علم السعوديه في الاوليمبياد,anger
نتا لي داخل ممنشني لما قول نتايج الاوليمبياد زي الخره نتا لو ماش شايفها خار بقى عمى عنى دهي مصر كل تقول دهي,anger
نفس أبكى علي دنيا قد علم ان السعاده في ترك ما في لا دار للمرء بعد سكن ال التي كان قبل موت بان علي بن ابي طالب,sadness
يازين صف عين ياغناتي باك بوى ذاق واحساس راقي حبيب احتار لمة جز حبا واموت هوى عند باقة,love
هل عرف صحاب جليل عد بن حاتم مطلق دلال الايه ام تر هم هما احتاج مع ال مراجع سؤال ظهر له به معني ال,none
هذا ما طلب من ضبط نحن نقف مع قلب قالب في اي قانون ليس من شرع قيد سلب حر المراه,sympathy
هم زمايله في البعثه سكت لاه مصيب لا كون كل معرص عرص الاوليمبياد,surprise
الله رحم يا بوى لو كان عايش يوم دا كان الله رحم برض عنى ايه ورش اشتغل في نحاس بعد الدهب يا بوم عصر,sadness
طب بتقشرو البرتقان ازاي ماس برتقانه بقال ساعى ماش عارف قشر لما شرح,surprise
ا خراب ع ضحك مرتضي ع الطاوله,joy
انتو بقيتوا منتشر دهي لاه,surprise
مصر خرج من طول الرمايه في الاوليمبياد مركز من كانو جابولهم اهداف من ثوار والاخوان مناهض انقلاب مصل عش فلح,none
احنا عند ف الاوليمبياد ناس زي الدهب,none
الاطفال احباب الله اللهم حفظ احبابك اينما كان اللهم ارعاهم عين التي لا تنامايموشنسالب,sympathy
الله اني خايفه تكرر سيناريو مباراه نجر ايموشنسالب الاهلي الوحده,fear
حب ريش تملك القدره المتناهيه رسم جمال لامتناهي علي اولئك الذين نحب,love
احمدالاحمر عد مرحل حسام غالى الله ياخدك ضيع في الاوليمبياد,anger
موديول منحس من اوله,sadness
حي ماشي علي نظام الفجاه ايموشنسالب ايموشنسالب فج روق ايموشنسالب فج نول نفس فج نحب ايموشنموجب ايموشنموجب فج كره ايموشنسالب ايموشنموجب ايموشنموجب ايموشنموجب ايموشنموجب,surprise
لي بيتفرج علي حاج في الاوليمبياد كتب تو أقول بيتفرج علي ايه علشان لو حد بيتفرج علي حاج تان عرف فيوريت لو نتا جو اتفاق دهي,none
ايموشنسالب مؤلم جدا ان تحدث فج تتغيرنبره صوة و كان دموع تحدى و تقول لك اما ان,sadness
بابا متضامن حت بكاء مع ابناء عراق,sympathy
لايكمل حب ال اهتمام قليل من التضحيه غير خال من شك وفاء حت غياب,love
طن بيسلم حروف اسم بيخلع اخر حت علي جسم مان يهم عرص الاوليمبياد,sadness
نهض اخي لا على غبار قدم شرف من ملوك حكام متخاذل,sympathy
سيد عبد حفيظ جونيور اجاي عاد ال بلاد عقب انتهاء الاوليمبياد قضاء فتر راح من ثم العوده انضمام صفوف الاهلي,none
نسال ان ربط علي قلوب اصدقائنا قبل قلوب واني بعد حزن عن قبل حزن ما اصابهم نحن حزن حزن ما اصابهم,sympathy
